,Population,Hispanic_Latino,White,Black,Asian,Urban,NAME,state,county,Hispanic_Latino_share,White_share,Black_share,Asian_share
343,27731,11895,13315,1877,294,0,Hardee County,12,049,0.4289423388987054,0.4801485701922037,0.06768598319570156,0.01060185352132992
344,39140,19243,13650,5057,275,0,Hendry County,12,051,0.4916453755748595,0.34874808380173733,0.12920286152273888,0.007026060296371998
345,172778,17796,141847,8165,1815,0,Hernando County,12,053,0.10299922443829654,0.8209783653011379,0.047257173945756986,0.010504809640116219
346,98786,17157,69804,8750,1402,0,Highlands County,12,055,0.1736784564614419,0.7066183467292936,0.08857530419290183,0.014192294454679812
347,1229226,306635,660565,191260,41328,0,Hillsborough County,12,057,0.24945372128477594,0.5373828734504477,0.15559384523269115,0.03362115672789218
348,19927,444,17722,1140,83,0,Holmes County,12,059,0.022281326842976866,0.8893461133135946,0.05720881216440006,0.004165202990916847
349,138028,15465,106780,12074,1646,0,Indian River County,12,061,0.11204248413365404,0.7736111513605936,0.08747500507143478,0.01192511664299997
350,49746,2143,33111,13106,227,0,Jackson County,12,063,0.04307884050978973,0.6656012543722108,0.2634583685120412,0.004563180959273107
351,14761,546,8668,5293,49,0,Jefferson County,12,065,0.03698936386423684,0.5872230878666757,0.3585800420025744,0.0033195582955084344
352,8870,1076,6266,1396,13,0,Lafayette County,12,067,0.12130777903043968,0.7064261555806088,0.15738444193912063,0.0014656144306651635
353,297052,36009,221365,27796,5055,0,Lake County,12,069,0.121221200328562,0.7452062265192626,0.09357284246529227,0.017017222573825458
354,618754,113308,439048,47751,8252,0,Lee County,12,071,0.18312285657951302,0.7095679381466625,0.07717283443824202,0.013336479440940989
355,275487,15361,163483,82386,7950,0,Leon County,12,073,0.05575943692442838,0.5934327209632396,0.2990558538152436,0.02885798603926864
356,40801,3047,32958,3756,228,0,Levy County,12,075,0.07467954216808412,0.8077743192568809,0.09205656724099899,0.0055880983309232616
357,8365,518,6159,1472,16,0,Liberty County,12,077,0.06192468619246862,0.7362821279139271,0.17597130902570232,0.0019127316198445906
358,19224,899,10582,7423,43,0,Madison County,12,079,0.046764461090303786,0.5504577611319185,0.3861319184352892,0.0022367873491469
359,322833,47955,236950,27228,5203,0,Manatee County,12,081,0.14854429379896109,0.7339708146317137,0.08434082017637602,0.016116691911917308
360,331298,36137,245136,39337,4337,0,Marion County,12,083,0.10907702431043954,0.7399259880832363,0.11873600202838532,0.013090933238353386
361,146318,17881,117532,7493,1510,0,Martin County,12,085,0.12220642709714458,0.8032641233477767,0.051210377397176016,0.01031998797140475
362,2496435,1623859,383551,425650,35841,0,Miami-Dade County,12,086,0.6504711718911167,0.1536394899126154,0.17050313747403797,0.01435687290075648
363,73090,15071,52089,3851,782,0,Monroe County,12,087,0.20619783828157068,0.7126693118073608,0.05268846627445615,0.010699138048980709
364,73314,2380,64410,4581,619,0,Nassau County,12,089,0.03246310390921243,0.8785497994925935,0.06248465504542106,0.008443135008320375
365,180822,12296,139500,16333,5189,0,Okaloosa County,12,091,0.06800057515125373,0.7714769220559445,0.0903263983364856,0.028696729380274524
366,39996,9561,26258,3117,345,0,Okeechobee County,12,093,0.23904890489048905,0.6565156515651566,0.07793279327932794,0.008625862586258626
367,1145956,308244,526754,223200,55541,0,Orange County,12,095,0.26898414947868854,0.4596633727647484,0.19477187605806856,0.048466956846510686
368,268685,122146,108292,24503,7120,0,Osceola County,12,097,0.45460669557288275,0.4030444572640825,0.09119601019781529,0.026499432420864583
369,1320134,250823,793571,221209,30549,0,Palm Beach County,12,099,0.18999813655280448,0.6011291278006626,0.16756556531382422,0.023140832673046827
370,464697,54536,372239,19010,9609,0,Pasco County,12,101,0.11735819254266759,0.801035943851585,0.040908376856317125,0.020677990174242572
371,916542,73241,704786,91922,26749,0,Pinellas County,12,103,0.0799101405063816,0.7689620333819945,0.10029218519173153,0.029184696391436508
372,602095,106532,388769,85336,9567,0,Polk County,12,105,0.17693553342911003,0.645693785864357,0.14173178651209525,0.01588951909582375
373,74364,6706,53981,11842,444,0,Putnam County,12,107,0.09017804313915335,0.7259023183260718,0.1592437200796084,0.0059706309504599
374,190039,9972,162194,10388,3854,0,St. Johns County,12,109,0.05247343966238509,0.8534774441035787,0.05466246402054315,0.02028004777966628
375,277789,45995,170032,51373,4226,0,St. Lucie County,12,111,0.1655753107574454,0.6120904715449496,0.18493532861272405,0.015212985395390026
376,151372,6507,128726,7940,2690,0,Santa Rosa County,12,113,0.042986813941812224,0.8503950532463072,0.052453558121713394,0.01777078984224295
377,379448,30033,321978,17036,4818,0,Sarasota County,12,115,0.07914918513208662,0.848543146887057,0.044896797453142456,0.012697392001011996
378,422718,72457,280452,44196,15451,0,Seminole County,12,117,0.17140741581858354,0.6634493917931104,0.10455197081742439,0.03655155446420545
379,93420,5582,77338,8736,609,0,Sumter County,12,119,0.05975165917362449,0.827852708199529,0.09351316634553629,0.006518946692357097
380,41551,3596,32300,4696,223,0,Suwannee County,12,121,0.08654424682919785,0.7773579456571442,0.11301773723857428,0.005366898510264494
381,22570,777,16483,4629,149,0,Taylor County,12,123,0.03442622950819672,0.7303057155516172,0.20509525919361984,0.006601683650863979
382,15535,743,11123,3391,32,0,Union County,12,125,0.04782748632121017,0.7159961377534599,0.2182813002896685,0.0020598648213710977
383,494593,55217,372982,49548,7368,0,Volusia County,12,127,0.11164128889814454,0.7541190433346205,0.1001793393760122,0.01489709720922051
384,30776,1016,24472,4406,166,0,Wakulla County,12,129,0.03301273719781648,0.795165063685989,0.1431635040291136,0.005393813361060567
385,55043,2921,46857,3147,491,0,Walton County,12,131,0.05306760169322166,0.8512799084352234,0.05717348255000636,0.008920298675580909
386,24896,733,19551,3698,131,0,Washington County,12,133,0.029442480719794346,0.7853068766066839,0.1485379177377892,0.005261889460154242
387,18236,1704,12854,3360,125,0,Appling County,13,001,0.0934415441982891,0.7048694889230094,0.1842509322219785,0.0068545733713533665
388,8375,2039,4776,1428,17,0,Atkinson County,13,003,0.2434626865671642,0.5702686567164179,0.17050746268656716,0.002029850746268657
389,11096,791,8431,1696,34,0,Bacon County,13,005,0.07128695025234319,0.7598233597692863,0.1528478731074261,0.0030641672674837778
390,3451,145,1642,1600,24,0,Baker County,13,007,0.04201680672268908,0.47580411474934803,0.4636337293538105,0.006954505940307157
391,45720,919,24704,18866,580,0,Baldwin County,13,009,0.02010061242344707,0.5403324584426946,0.4126421697287839,0.01268591426071741
392,18395,1041,16526,416,165,0,Banks County,13,011,0.056591465072030445,0.8983963033432998,0.022614840989399292,0.008969828757814623
393,69367,6037,51736,7769,2359,0,Barrow County,13,013,0.08702985569507114,0.7458301497830381,0.11199850072801187,0.034007525192094226
394,100157,7690,79803,10024,705,0,Bartow County,13,015,0.07677945625368172,0.7967790568806973,0.100082869894266,0.0070389488503050214
395,17634,1026,10164,6087,120,0,Ben Hill County,13,017,0.05818305546104117,0.5763865260292617,0.34518543722354544,0.006805035726437564
396,19286,885,16050,2040,82,0,Berrien County,13,019,0.04588820906356943,0.8322098931867676,0.1057762107228041,0.0042517888623872235
397,155547,4389,65494,80744,2492,0,Bibb County,13,021,0.02821655191035507,0.42105601522369446,0.5190971217702688,0.016020881148463166
398,13063,301,9000,3533,109,0,Bleckley County,13,023,0.023042180203628568,0.6889688432978642,0.2704585470412616,0.008344178213274133
399,18411,343,17198,531,37,0,Brantley County,13,025,0.0186301667481397,0.9341154744446255,0.028841453478898483,0.0020096681331812504
400,16243,853,9425,5695,51,0,Brooks County,13,027,0.052514929508095796,0.5802499538262637,0.3506125715692914,0.003139814073754848
401,30233,1336,23446,4210,473,0,Bryan County,13,029,0.044190123375119905,0.7755102040816326,0.13925181093507094,0.015645155955412958
402,70217,2439,46251,19252,1013,0,Bulloch County,13,031,0.03473517809077574,0.6586866428357805,0.2741786177136591,0.014426705783499721
403,23316,617,10844,11469,68,0,Burke County,13,033,0.02646251501115114,0.4650883513467147,0.49189397838394233,0.002916452221650369
404,23655,597,16200,6431,100,0,Butts County,13,035,0.025237793278376663,0.6848446417247939,0.2718664130205031,0.004227436060029592
405,6694,262,2250,4092,30,0,Calhoun County,13,037,0.039139527935464595,0.3361219002091425,0.6112936958470272,0.0044816253361219
406,50513,2590,35977,9621,706,0,Camden County,13,039,0.0512739294834993,0.7122324946053491,0.19046582067982498,0.013976600083146913
407,10998,1227,6949,2669,57,0,Candler County,13,043,0.1115657392253137,0.6318421531187489,0.24268048736133843,0.005182760501909438
408,110527,6800,80531,19862,836,0,Carroll County,13,045,0.06152342866448922,0.7286092990852914,0.1797026970785419,0.007563762700516616
409,63942,1469,59149,1356,762,0,Catoosa County,13,047,0.022973945137781115,0.9250414438084514,0.02120671858872103,0.01191704982640518
410,12171,310,8116,3443,76,0,Charlton County,13,049,0.025470380412455838,0.6668309917015858,0.28288554761317886,0.006244351326924657
411,265128,14370,133492,105274,6229,0,Chatham County,13,051,0.05420023535801575,0.5035001961316798,0.39706858573971815,0.02349431218128602
412,11267,1398,7089,2047,231,0,Chattahoochee County,13,053,0.12407916925534747,0.6291825685630603,0.18168101535457531,0.020502352001420077
413,26015,1043,21589,2886,108,0,Chattooga County,13,055,0.040092254468575825,0.8298673842014223,0.11093599846242552,0.004151451085911974
414,214346,20566,174243,11633,3484,0,Cherokee County,13,057,0.09594767338788687,0.8129053026415235,0.054272064792438394,0.016254093848264022
415,116714,12192,66674,30695,4811,0,Clarke County,13,059,0.10446047603543705,0.5712596603663657,0.2629932998611992,0.04122041914423291
416,3183,26,1188,1920,10,0,Clay County,13,061,0.008168394596292806,0.37323279924599434,0.6032045240339302,0.0031416902293433867
417,259424,35447,36610,169020,12839,0,Clayton County,13,063,0.1366373196003454,0.14112032811150857,0.6515202911064513,0.04949040952263476
418,6798,236,4536,1876,13,0,Clinch County,13,065,0.03471609296852015,0.6672550750220653,0.2759635186819653,0.0019123271550456017
419,688078,84330,387438,168053,30432,0,Cobb County,13,067,0.12255877967323472,0.5630727911661177,0.24423539191777677,0.04422754397030569
420,42356,4352,25907,11227,302,0,Coffee County,13,069,0.102748134856927,0.6116488809141561,0.26506280101992635,0.007130040608178298
421,45498,7763,26759,10143,289,0,Colquitt County,13,071,0.1706228845223966,0.5881357422304277,0.22293287617038113,0.006351927557255264
422,124053,6175,91517,18084,4726,0,Columbia County,13,073,0.04977711139593561,0.7377250046351156,0.14577640202171652,0.03809661999306748
423,17212,1024,11171,4684,113,0,Cook County,13,075,0.05949337671392052,0.6490239367882873,0.27213571926562863,0.006565187078782245
424,127317,8493,92604,21744,1895,0,Coweta County,13,077,0.06670750960201702,0.7273498433045077,0.1707863050496006,0.014884108170943393
425,12630,301,9282,2806,32,0,Crawford County,13,079,0.023832145684877275,0.734916864608076,0.22216943784639748,0.002533650039588282
426,23439,748,12216,10033,183,0,Crisp County,13,081,0.031912624258714106,0.5211826443107641,0.42804727164128165,0.007807500319979521
427,16633,292,15796,142,114,0,Dade County,13,083,0.01755546203330728,0.9496783502675404,0.008537245235375458,0.006853844766428185
428,22330,920,20847,97,124,0,Dawson County,13,085,0.04120017913121361,0.9335871025526198,0.004343931930138827,0.0055530676220331395
429,27842,1404,14615,11366,138,0,Decatur County,13,087,0.050427411823863226,0.5249263702320236,0.40823216722936573,0.004956540478413907
430,691893,67824,203395,370963,35173,0,DeKalb County,13,089,0.09802671800408444,0.2939688651279894,0.5361566022491917,0.05083589514563668
431,21796,732,14273,6451,101,0,Dodge County,13,091,0.033584143879610937,0.6548449256744356,0.2959717379335658,0.0046338777757386675
432,14918,862,6461,7381,93,0,Dooly County,13,093,0.05778254457702105,0.4331009518702239,0.4947714170800375,0.006234079635339858
433,94565,2073,27315,63198,719,0,Dougherty County,13,095,0.021921429704436102,0.2888489398826204,0.6683022259821287,0.007603235869507746
434,132403,11125,64911,51387,1876,0,Douglas County,13,097,0.08402377589631654,0.49025324199602727,0.38811054130193423,0.014168863243279987
435,11008,171,5250,5441,37,0,Early County,13,099,0.015534156976744186,0.47692587209302323,0.49427688953488375,0.003361191860465116
436,4034,1183,2555,163,12,0,Echols County,13,101,0.29325731284085277,0.6333663857213684,0.040406544372830935,0.002974714923153198
437,52250,1501,42311,6982,425,0,Effingham County,13,103,0.028727272727272726,0.80977990430622,0.1336267942583732,0.008133971291866028
438,20166,967,12956,5906,121,0,Elbert County,13,105,0.04795199841317068,0.6424675195874244,0.29286918575820686,0.006000198353664584
439,22598,921,13733,7541,154,0,Emanuel County,13,107,0.04075581909903531,0.6077086467829012,0.3337020975307549,0.006814762368351181
440,11000,1441,6228,3165,60,0,Evans County,13,109,0.131,0.5661818181818182,0.2877272727272727,0.005454545454545455
441,23682,431,22761,75,72,0,Fannin County,13,111,0.018199476395574697,0.9611097035723334,0.0031669622498099823,0.003040283759817583
442,106567,6760,72202,21117,4106,0,Fayette County,13,113,0.06343427139733689,0.6775268141169405,0.1981570279730123,0.03852975123631143
443,96317,8987,70959,13494,1225,0,Floyd County,13,115,0.09330647756886115,0.7367235275185066,0.14009987852611688,0.01271841938598586
444,175511,16550,140943,4287,10875,0,Forsyth County,13,117,0.09429608400613067,0.8030436838716661,0.02442581946430708,0.06196192831218556
445,22084,866,18913,1821,121,0,Franklin County,13,119,0.039213910523455894,0.8564118819054519,0.08245788806375656,0.005479079876833907
446,920581,72566,376014,400457,51304,0,Fulton County,13,121,0.07882630643039559,0.408452922665143,0.4350046329437605,0.055730022670465715
447,28292,2677,25078,98,65,0,Gilmer County,13,123,0.0946203873886611,0.8863989820443942,0.003463876714265517,0.0022974692492577406
448,3082,33,2750,251,1,0,Glascock County,13,125,0.010707332900713823,0.8922777417261518,0.08144062297209605,0.0003244646333549643
449,79626,5126,51602,20525,894,0,Glynn County,13,127,0.06437595760178837,0.6480546555145305,0.25776756335870193,0.01122748850877854
450,55186,7738,44107,1945,522,0,Gordon County,13,129,0.14021672163229804,0.7992425615192259,0.03524444605515892,0.009458920740767585
451,25011,2500,14879,7129,94,0,Grady County,13,131,0.09995601935148535,0.5948982447723001,0.2850345847826956,0.003758346327615849
452,15994,893,8771,6078,54,0,Greene County,13,133,0.05583343753907715,0.5483931474302863,0.38001750656496186,0.0033762660997874202
453,805321,162035,354316,184122,84763,0,Gwinnett County,13,135,0.20120548203759742,0.43996865846041516,0.2286318126560713,0.10525368145124739
454,43041,5333,34621,1412,955,0,Habersham County,13,137,0.12390511372877024,0.8043725749866406,0.032805929230268815,0.02218814618619456
455,179684,46906,114300,12757,3181,0,Hall County,13,139,0.2610471717014314,0.6361167382738585,0.07099686115625209,0.0177033013512611
456,9429,139,2212,6959,47,0,Hancock County,13,141,0.014741754162689575,0.23459539717891612,0.7380422102025666,0.0049846219111252515
457,28780,318,26516,1342,139,0,Haralson County,13,143,0.011049339819318972,0.9213342599027102,0.04662960389159138,0.004829742876997915
458,32024,872,24848,5457,280,0,Harris County,13,145,0.027229577816637523,0.7759180614539095,0.17040344741443916,0.00874344241818636
459,25213,786,19213,4691,211,0,Hart County,13,147,0.031174394161741958,0.7620275254828858,0.1860548129932971,0.008368698687185183
460,11834,223,10190,1152,56,0,Heard County,13,149,0.018844008788237283,0.861078249112726,0.0973466283589657,0.004732127767449721
461,203922,11813,107083,74056,5902,0,Henry County,13,151,0.05792901207324369,0.5251174468669393,0.36315846254940615,0.028942438775610282
462,139900,8515,84703,39535,3360,0,Houston County,13,153,0.06086490350250179,0.6054538956397427,0.28259471050750534,0.024017155110793425
463,9538,228,6719,2459,61,0,Irwin County,13,155,0.02390438247011952,0.7044453763891801,0.2578108618158943,0.006395470748584609
464,60485,3736,50695,4050,1026,0,Jackson County,13,157,0.06176738034223361,0.8381416880218235,0.06695875010333141,0.016962883359510624
465,13900,510,10095,3030,30,0,Jasper County,13,159,0.03669064748201439,0.7262589928057553,0.21798561151079138,0.002158273381294964
466,15068,1577,11056,2212,70,0,Jeff Davis County,13,161,0.1046588797451553,0.7337403769577914,0.1468011680382267,0.004645606583488187
467,16930,517,7015,9187,64,0,Jefferson County,13,163,0.03053750738334318,0.4143532191376255,0.5426461901949202,0.0037802717070289427
468,8340,334,4508,3353,36,0,Jenkins County,13,165,0.04004796163069544,0.5405275779376498,0.40203836930455633,0.004316546762589928
469,9980,186,6219,3461,22,0,Johnson County,13,167,0.018637274549098196,0.6231462925851703,0.3467935871743487,0.0022044088176352704
470,28669,315,20830,6977,186,0,Jones County,13,169,0.01098747776343786,0.7265687676584464,0.2433639122397014,0.006487844012696641
471,18317,341,11943,5621,68,0,Lamar County,13,171,0.018616585685428837,0.6520172517333624,0.3068733962985205,0.003712398318501938
472,10078,461,6899,2367,101,0,Lanier County,13,173,0.04574320301647152,0.6845604286564795,0.23486802937090692,0.010021829728120659
473,48434,1143,28920,17268,478,0,Laurens County,13,175,0.023599124581905273,0.5971012098938762,0.3565264070694141,0.009869100218854523
474,28298,560,21453,5239,609,0,Lee County,13,177,0.01978938440879214,0.7581101137889603,0.18513675878153932,0.021520955544561453
475,63453,6159,27085,26018,1182,0,Liberty County,13,179,0.09706396860668526,0.4268513703055805,0.41003577451026746,0.018627960852914755
476,7996,98,5201,2562,32,0,Lincoln County,13,181,0.012256128064032016,0.6504502251125562,0.32041020510255125,0.00400200100050025
477,14464,1778,8491,3541,110,0,Long County,13,183,0.12292588495575221,0.5870436946902655,0.24481471238938052,0.007605088495575221
478,109233,5238,61234,38815,1561,0,Lowndes County,13,185,0.04795254181428689,0.5605815092508674,0.35534133457837835,0.01429055322109619
479,29966,1344,27519,310,133,0,Lumpkin County,13,187,0.04485083094173396,0.9183407862243876,0.010345057732096376,0.004438363478609091
480,21875,475,12310,8661,74,0,McDuffie County,13,189,0.021714285714285714,0.5627428571428571,0.39593142857142855,0.0033828571428571427
481,14333,227,8716,5132,45,0,McIntosh County,13,191,0.01583757761808414,0.6081071652829135,0.35805483848461594,0.0031396078978580895
482,14740,527,4961,8902,190,0,Macon County,13,193,0.03575305291723202,0.3365671641791045,0.6039348710990502,0.012890094979647219
483,28120,1139,24106,2320,173,0,Madison County,13,195,0.0405049786628734,0.8572546230440967,0.08250355618776671,0.006152204836415363
484,8742,570,5100,2837,77,0,Marion County,13,197,0.06520247083047358,0.5833905284831846,0.3245252802562343,0.008808053077099061
485,21992,347,12606,8583,141,0,Meriwether County,13,199,0.015778464896325936,0.5732084394325209,0.39027828301200435,0.006411422335394689
486,6125,93,4237,1697,23,0,Miller County,13,201,0.015183673469387754,0.6917551020408164,0.2770612244897959,0.0037551020408163266
487,23498,1028,10894,11185,120,0,Mitchell County,13,205,0.04374840411949953,0.46361392458932676,0.4759979572729594,0.0051068176014979995
488,26424,535,19101,6249,209,0,Monroe County,13,207,0.020246745382985164,0.7228655767484106,0.23648955495004542,0.007909476233726915
489,9123,480,6144,2372,26,0,Montgomery County,13,209,0.052614271621177246,0.6734626767510687,0.26000219226131754,0.0028499397128137673
490,17868,494,12814,4199,106,0,Morgan County,13,211,0.02764719050817103,0.7171479740317886,0.23500111931945378,0.0059323931049921645
491,39628,5154,33666,212,110,0,Murray County,13,213,0.13005955385081255,0.8495508226506511,0.005349752700111033,0.0027758150802462906
492,189885,12110,82890,85119,4061,0,Muscogee County,13,215,0.06377544303130843,0.43652737183031837,0.44826605577059797,0.021386628748979647
493,99958,4635,51995,40371,881,0,Newton County,13,217,0.046369475179575424,0.5201684707577182,0.4038796294443666,0.00881370175473699
494,32808,1436,28306,1610,1016,0,Oconee County,13,219,0.04376981224091685,0.8627773713728359,0.049073396732504264,0.030968056571567912
495,14899,546,11429,2557,65,0,Oglethorpe County,13,221,0.03664675481575945,0.7670984629840929,0.17162225652728372,0.004362708906638029
496,142324,7264,106739,23810,1237,0,Paulding County,13,223,0.051038475590905255,0.7499718951125601,0.16729434248615835,0.008691436440797055
497,27695,1890,12499,12647,222,0,Peach County,13,225,0.06824336522838058,0.4513089005235602,0.4566528254197509,0.008015887344285972
498,29431,819,27802,297,118,0,Pickens County,13,227,0.02782780061839557,0.9446501987700044,0.010091400224253338,0.004009377866875064
499,18758,887,15860,1646,58,0,Pierce County,13,229,0.04728649109713189,0.8455059174752105,0.08774922699648151,0.0030920140739950953
500,17869,193,15506,1825,55,0,Pike County,13,231,0.010800828250041972,0.8677598074878281,0.1021321842296715,0.003077956237058593
501,41475,4885,30492,5150,270,0,Polk County,13,233,0.11778179626280892,0.7351898734177216,0.12417118746232671,0.0065099457504520794
502,12010,465,7494,3808,103,0,Pulaski County,13,235,0.03871773522064946,0.6239800166527893,0.3170691090757702,0.008576186511240633
503,21218,1347,14024,5497,107,0,Putnam County,13,237,0.06348383448015836,0.6609482514845886,0.2590724856254124,0.005042888113865586
504,2513,34,1265,1198,2,0,Quitman County,13,239,0.013529645841623557,0.5033824114604059,0.47672105053720654,0.0007958615200955034
505,16276,1301,14468,144,114,0,Rabun County,13,241,0.07993364463013025,0.8889161956254608,0.008847382649299582,0.007004177930695503
506,7719,119,2781,4747,22,0,Randolph County,13,243,0.015416504728591787,0.36027982899339295,0.6149760331649178,0.0028501101178909187
507,200549,8207,76236,107365,3278,0,Richmond County,13,245,0.04092266727832101,0.38013652523822106,0.5353554492916943,0.016345132610982853
508,85215,8063,34826,38996,1498,0,Rockdale County,13,247,0.09461949187349646,0.4086839171507364,0.4576189637974535,0.01757906471865282
509,5010,161,3612,1167,36,0,Schley County,13,249,0.032135728542914174,0.7209580838323353,0.23293413173652694,0.00718562874251497
510,14593,180,7898,6283,56,0,Screven County,13,251,0.012334681011443843,0.5412183923799082,0.43054889330500923,0.0038374563146714178
511,8729,204,5516,2887,33,0,Seminole County,13,253,0.023370374613357774,0.6319165998396151,0.33073662504296025,0.003780501775690228
512,64073,2451,38986,20937,567,0,Spalding County,13,255,0.03825324239539275,0.6084622227771448,0.3267679053579511,0.00884928128853027
513,26175,633,22006,2821,175,0,Stephens County,13,257,0.024183381088825215,0.8407258834765998,0.107774594078319,0.0066857688634192934
514,6058,1454,1655,2833,44,0,Stewart County,13,259,0.24001320567844173,0.27319247276328823,0.4676460878177616,0.007263123142951469
515,32819,1717,13413,16894,418,0,Sumter County,13,261,0.05231725524848411,0.4086961820896432,0.5147627898473445,0.012736524574179592
516,6865,91,2639,4039,9,0,Talbot County,13,263,0.01325564457392571,0.3844136926438456,0.5883466860888565,0.0013109978150036416
517,1717,35,625,1024,8,0,Taliaferro County,13,265,0.0203843913803145,0.36400698893418754,0.5963890506697729,0.004659289458357601
518,25520,2502,15196,7424,99,0,Tattnall County,13,267,0.09804075235109717,0.5954545454545455,0.2909090909090909,0.003879310344827586
519,8906,164,5123,3485,57,0,Taylor County,13,269,0.01841455198742421,0.5752301818998428,0.39130922973276444,0.006400179654165731
520,16500,2026,8429,5830,90,0,Telfair County,13,271,0.1227878787878788,0.5108484848484849,0.35333333333333333,0.005454545454545455
521,9315,157,3366,5683,29,0,Terrell County,13,273,0.016854535695115407,0.36135265700483093,0.6100912506709608,0.0031132581857219537
522,44720,1275,26081,16416,306,0,Thomas County,13,275,0.028510733452593917,0.5832066189624329,0.3670840787119857,0.0068425760286225405
523,40118,4037,23555,11549,507,0,Tift County,13,277,0.10062814696644898,0.5871429283613341,0.2878757664888579,0.012637718729747246
524,27223,3055,16887,6716,199,0,Toombs County,13,279,0.11222128347353341,0.6203210520515741,0.24670315542004922,0.007309995224626235
525,10471,206,10102,39,43,0,Towns County,13,281,0.019673383630980805,0.9647598128163499,0.0037245726291662688,0.004106580078311527
526,6885,103,4466,2239,13,0,Treutlen County,13,283,0.014960058097313,0.6486564996368918,0.325199709513435,0.001888162672476398
527,67044,2170,40408,22319,1054,0,Troup County,13,285,0.0323668038899827,0.6027086689338345,0.3329007815762783,0.015721019032277312
528,8930,282,4820,3697,40,0,Turner County,13,287,0.031578947368421054,0.5397536394176932,0.4139977603583427,0.004479283314669653
529,9023,124,5059,3703,14,0,Twiggs County,13,289,0.013742657652665411,0.5606782666518896,0.41039565554693563,0.0015515903801396431
530,21356,519,20345,95,75,0,Union County,13,291,0.024302303802210153,0.9526596740962727,0.004448398576512456,0.003511893613036149
531,27153,588,18522,7544,124,0,Upson County,13,293,0.02165506573859242,0.6821345707656613,0.277833020292417,0.0045667145435126875
532,68756,1113,63343,2809,291,0,Walker County,13,295,0.016187678166269124,0.9212723253243353,0.04085461632439351,0.004232357903310256
533,83768,2683,65677,12993,947,0,Walton County,13,297,0.032028937064272754,0.7840344761722854,0.15510696208576066,0.01130503294814249
534,36312,1207,23583,10662,278,0,Ware County,13,299,0.03323970037453183,0.6494547257105089,0.2936219431592862,0.007655871337298965
535,5834,54,2133,3584,21,0,Warren County,13,301,0.009256085018854988,0.36561535824477204,0.6143297908810421,0.0035995886184436066
536,21187,407,9339,11124,104,0,Washington County,13,303,0.01920989285882853,0.4407891631660924,0.5250389389720111,0.004908670411101147
537,30099,1719,21749,5928,160,0,Wayne County,13,305,0.05711153194458288,0.7225821455862321,0.19695006478620553,0.005315791222299744
538,2799,98,1492,1177,7,0,Webster County,13,307,0.035012504465880674,0.5330475169703466,0.4205073240443015,0.002500893176134334
539,7421,356,4405,2582,16,0,Wheeler County,13,309,0.047971971432421504,0.5935857701118448,0.3479315456137987,0.0021560436598841125
540,27144,647,25453,454,124,0,White County,13,311,0.023835838491010904,0.9377026230474507,0.01672561155319776,0.004568228706159741
541,102599,32471,63818,3631,1292,0,Whitfield County,13,313,0.3164845661263755,0.6220138597842084,0.03539020848156415,0.01259271532860944
542,9255,338,5544,3233,41,0,Wilcox County,13,315,0.03652079956780119,0.5990275526742301,0.34932468935710426,0.004430037817396002
543,10593,361,5495,4516,48,0,Wilkes County,13,317,0.03407910884546399,0.5187387897668272,0.42631926744076276,0.004531294250920419
544,9563,214,5529,3664,31,0,Wilkinson County,13,319,0.022377914880267698,0.5781658475373836,0.3831433650528077,0.0032416605667677507
545,21679,335,15044,5951,74,0,Worth County,13,321,0.015452742285160755,0.6939434475759952,0.2745052816089303,0.0034134415794086445
546,185079,21383,57831,899,39588,0,Hawaii County,15,001,0.11553444745216908,0.3124665683302806,0.004857385224687836,0.21389784902663186
547,953207,77433,181684,17929,410019,0,Honolulu County,15,003,0.08123419152398167,0.19060288059151895,0.01880913589598062,0.43014686211914094
548,90,1,24,0,7,0,Kalawao County,15,005,0.011111111111111112,0.26666666666666666,0.0,0.07777777777777778
549,67091,6315,20611,258,20296,0,Kauai County,15,007,0.09412588871830797,0.3072096108270856,0.003845523244548449,0.3025144952378113
550,154834,15710,49193,818,43384,0,Maui County,15,009,0.10146350284821164,0.31771445548135424,0.005283077360269708,0.28019685598770294
551,392365,27905,339332,4180,9234,0,Ada County,16,001,0.07112000305837676,0.8648375874504607,0.01065334573675022,0.023534209218457305
552,3976,94,3768,4,16,0,Adams County,16,003,0.023641851106639838,0.9476861167002012,0.001006036217303823,0.004024144869215292
553,82839,5587,71566,591,1060,0,Bannock County,16,005,0.06744407827231134,0.8639167541858304,0.0071343207909318074,0.012795905310300703
554,5986,216,5671,6,22,0,Bear Lake County,16,007,0.03608419645840294,0.9473772134981624,0.0010023387905111927,0.0036752422318743734
555,9285,235,7919,25,27,0,Benewah County,16,009,0.025309639203015617,0.8528809908454497,0.0026925148088314485,0.0029079159935379646
556,45607,7864,34176,78,268,0,Bingham County,16,011,0.17242967088385555,0.7493586510842634,0.0017102637752976517,0.00587629092025347
557,21376,4272,16669,23,174,0,Blaine County,16,013,0.1998502994011976,0.7797997754491018,0.0010759730538922156,0.00813997005988024
558,7028,249,6552,13,29,0,Boise County,16,015,0.03542970973249858,0.9322709163346613,0.0018497438816163915,0.004126351735913489
559,40877,911,38606,51,177,0,Bonner County,16,017,0.022286371309049098,0.9444430853536219,0.0012476453751498397,0.00433006336081415
560,104234,11912,88873,533,841,0,Bonneville County,16,019,0.11428132854922578,0.8526296601876547,0.0051134946370666005,0.008068384596197018
