,COUNTY,NAME,ST,Population,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pov_rate
1479,157,"Wilkinson County, Mississippi",28,793,375,3209,6395,8327,2687,29931.0,15307,312.0,59600.0,28,157,0.3226852407829951
1480,159,"Winston County, Mississippi",28,1600,719,7664,12620,18251,5389,33202.0,19199,370.0,78600.0,28,159,0.2952714919730426
1481,161,"Yalobusha County, Mississippi",28,1138,551,5101,8457,12192,2472,36502.0,19679,293.0,74600.0,28,161,0.20275590551181102
1482,163,"Yazoo County, Mississippi",28,2219,830,8602,18469,24192,8017,28961.0,14934,365.0,68500.0,28,163,0.3313905423280423
1483,001,"Adair County, Missouri",29,2863,1213,9635,13588,22723,6105,37516.0,19671,454.0,108000.0,29,001,0.2686705100558905
1484,003,"Andrew County, Missouri",29,2448,1011,6808,12011,16987,1531,55613.0,26778,500.0,127200.0,29,003,0.09012774474598222
1485,005,"Atchison County, Missouri",29,1508,746,2501,3964,5335,693,43933.0,26069,352.0,82300.0,29,005,0.12989690721649486
1486,007,"Audrain County, Missouri",29,3031,1318,9273,17535,23787,4401,41310.0,18934,387.0,91900.0,29,007,0.18501702610669693
1487,009,"Barry County, Missouri",29,3457,1674,13246,24684,35239,7072,39033.0,19313,394.0,113000.0,29,009,0.20068673912426574
1488,011,"Barton County, Missouri",29,1914,826,4988,8212,12014,2910,37467.0,20780,366.0,93500.0,29,011,0.2422174130181455
1489,013,"Bates County, Missouri",29,3000,1364,6690,11420,16226,2996,41060.0,21715,416.0,103700.0,29,013,0.18464193270060397
1490,015,"Benton County, Missouri",29,2207,1359,8149,14469,18545,3540,33042.0,19122,426.0,111200.0,29,015,0.1908870315448908
1491,017,"Bollinger County, Missouri",29,1495,722,4753,8594,12255,2654,39707.0,19605,378.0,97700.0,29,017,0.21656466748266015
1492,019,"Boone County, Missouri",29,11929,4638,66980,99851,161456,31824,49899.0,27150,630.0,169400.0,29,019,0.197106332375384
1493,021,"Buchanan County, Missouri",29,8508,3617,33176,59643,85529,15456,46315.0,22218,540.0,109700.0,29,021,0.18071063615849595
1494,023,"Butler County, Missouri",29,3250,1455,16730,29357,41944,8942,35738.0,19473,424.0,93300.0,29,023,0.21318901392332634
1495,025,"Caldwell County, Missouri",29,2373,1170,3715,6253,8836,1186,43691.0,23082,414.0,97000.0,29,025,0.1342236306020824
1496,027,"Callaway County, Missouri",29,3822,1409,16150,29750,40716,5865,47744.0,22520,479.0,124200.0,29,027,0.14404656646035957
1497,029,"Camden County, Missouri",29,3986,2992,16748,32867,43431,7516,44816.0,23996,499.0,169700.0,29,029,0.1730561119937372
1498,031,"Cape Girardeau County, Missouri",29,6805,2803,29795,49602,74320,13626,46050.0,24479,522.0,142300.0,29,031,0.18334230355220668
1499,033,"Carroll County, Missouri",29,1997,989,3624,6255,8916,1273,42415.0,23403,339.0,76400.0,29,033,0.14277703005832212
1500,035,"Carter County, Missouri",29,689,376,2453,4252,6207,1319,33034.0,20318,336.0,89200.0,29,035,0.21250201385532463
1501,037,"Cass County, Missouri",29,9232,3730,37945,67217,99436,9805,61584.0,28398,698.0,159600.0,29,037,0.0986061386218271
1502,039,"Cedar County, Missouri",29,1224,617,5904,9733,13557,3381,31532.0,18255,378.0,88900.0,29,039,0.2493914582872317
1503,041,"Chariton County, Missouri",29,1737,992,2947,5422,7390,1213,40642.0,20953,305.0,75400.0,29,041,0.16414073071718538
1504,043,"Christian County, Missouri",29,6813,2698,29889,53381,79906,8879,53270.0,24730,586.0,143100.0,29,043,0.11111806372487673
1505,045,"Clark County, Missouri",29,1380,679,2833,4805,6779,928,43883.0,23463,352.0,84000.0,29,045,0.13689334710134238
1506,047,"Clay County, Missouri",29,16694,6899,87676,153656,227619,20137,62099.0,29793,669.0,154900.0,29,047,0.08846801013975107
1507,049,"Clinton County, Missouri",29,2624,1097,8076,14011,19917,1856,54773.0,25500,538.0,135500.0,29,049,0.09318672490836974
1508,051,"Cole County, Missouri",29,7171,2749,29448,52014,71581,9237,53088.0,26014,472.0,149200.0,29,051,0.12904262304242747
1509,053,"Cooper County, Missouri",29,3589,1475,6488,11957,16031,2354,44549.0,23252,427.0,124000.0,29,053,0.1468404965379577
1510,055,"Crawford County, Missouri",29,2307,1089,9309,16908,24220,5093,36743.0,19017,421.0,111600.0,29,055,0.21028075970272503
1511,057,"Dade County, Missouri",29,1693,832,3195,5492,7409,1473,37035.0,20828,370.0,79900.0,29,057,0.1988122553650965
1512,059,"Dallas County, Missouri",29,1211,541,6252,11419,16358,3577,38062.0,17494,394.0,94600.0,29,059,0.2186697640298325
1513,061,"Daviess County, Missouri",29,2084,996,3047,5477,8026,1340,41642.0,19208,339.0,102500.0,29,061,0.1669573884874159
1514,063,"DeKalb County, Missouri",29,2424,809,3756,9506,9275,1391,41406.0,17125,365.0,110700.0,29,063,0.1499730458221024
1515,065,"Dent County, Missouri",29,1836,864,5920,10900,15278,3642,36831.0,19747,365.0,88700.0,29,065,0.23838198717109568
1516,067,"Douglas County, Missouri",29,1333,631,5277,9696,13258,2941,30508.0,17343,359.0,101200.0,29,067,0.2218283300648665
1517,069,"Dunklin County, Missouri",29,3849,1803,12623,20723,30767,8536,31077.0,18009,317.0,67500.0,29,069,0.2774401144082946
1518,071,"Franklin County, Missouri",29,7953,3315,39915,69207,100611,11941,48480.0,25241,520.0,149400.0,29,071,0.11868483565415312
1519,073,"Gasconade County, Missouri",29,2243,1111,6246,10639,14584,2316,42826.0,22845,419.0,120000.0,29,073,0.15880416895227648
1520,075,"Gentry County, Missouri",29,1562,704,2748,4608,6570,1119,41912.0,20687,346.0,83400.0,29,075,0.17031963470319636
1521,077,"Greene County, Missouri",29,21603,9179,117732,183911,271523,51533,41227.0,24097,555.0,129400.0,29,077,0.18979239327791753
1522,079,"Grundy County, Missouri",29,1895,888,4057,6886,9947,2020,37656.0,19365,350.0,79800.0,29,079,0.20307630441339097
1523,081,"Harrison County, Missouri",29,2071,1014,3574,5991,8503,1485,39301.0,19906,380.0,74300.0,29,081,0.17464424320827943
1524,083,"Henry County, Missouri",29,3321,1539,9518,15610,21361,4131,42181.0,23961,427.0,91100.0,29,083,0.19338982257384954
1525,085,"Hickory County, Missouri",29,1210,763,4105,7211,9201,2394,32122.0,18153,358.0,94800.0,29,085,0.26018910987936095
1526,087,"Holt County, Missouri",29,1483,792,2130,3398,4486,555,42500.0,25319,334.0,86200.0,29,087,0.12371823450735622
1527,089,"Howard County, Missouri",29,1697,733,3729,6583,9503,1587,44820.0,22158,409.0,97900.0,29,089,0.1669998947700726
1528,091,"Howell County, Missouri",29,4103,1801,16263,27172,39554,9158,32784.0,18817,401.0,102800.0,29,091,0.2315315770844921
1529,093,"Iron County, Missouri",29,1897,933,4046,7249,9815,2293,36239.0,19559,380.0,82600.0,29,093,0.2336220071319409
1530,095,"Jackson County, Missouri",29,55480,25656,274485,455938,669511,119678,46869.0,26629,624.0,125500.0,29,095,0.17875434458881184
1531,097,"Jasper County, Missouri",29,10736,4369,45519,75697,114224,19556,41811.0,22431,510.0,106300.0,29,097,0.17120745202409302
1532,099,"Jefferson County, Missouri",29,16305,6398,81990,149808,219205,23937,55348.0,25247,612.0,149900.0,29,099,0.10919915147920896
1533,101,"Johnson County, Missouri",29,5553,2042,19971,30949,49552,8407,49792.0,22722,550.0,141400.0,29,101,0.16966015498869874
1534,103,"Knox County, Missouri",29,994,515,1689,2744,3946,823,38289.0,22397,310.0,71300.0,29,103,0.20856563608717688
1535,105,"Laclede County, Missouri",29,2809,1235,13545,24031,34887,6816,39712.0,19567,425.0,103400.0,29,105,0.19537363487832143
1536,107,"Lafayette County, Missouri",29,3750,1607,13188,22467,32197,3706,50723.0,24266,447.0,117400.0,29,107,0.11510389166692549
1537,109,"Lawrence County, Missouri",29,3434,1480,14483,25497,37584,7052,40597.0,19508,411.0,98100.0,29,109,0.18763303533418477
1538,111,"Lewis County, Missouri",29,1897,826,3846,6648,9473,1215,43909.0,20042,338.0,83800.0,29,111,0.12825926316900665
1539,113,"Lincoln County, Missouri",29,4197,1662,18498,35000,53043,7980,53718.0,22232,606.0,144500.0,29,113,0.15044397941292914
1540,115,"Linn County, Missouri",29,2443,1183,4828,8507,12276,2196,37997.0,19889,328.0,75900.0,29,115,0.17888563049853373
1541,117,"Livingston County, Missouri",29,2268,961,5708,10674,13729,2273,43350.0,22557,382.0,102500.0,29,117,0.16556194915871514
1542,119,"McDonald County, Missouri",29,2436,1037,8318,14806,22487,4876,38368.0,18498,420.0,88400.0,29,119,0.21683639436118646
1543,121,"Macon County, Missouri",29,2767,1403,6243,10650,15175,2895,36976.0,19738,319.0,88000.0,29,121,0.19077429983525535
1544,123,"Madison County, Missouri",29,1309,630,4650,8472,12194,2238,35097.0,17179,379.0,89200.0,29,123,0.18353288502542234
1545,125,"Maries County, Missouri",29,1011,498,3686,6378,8948,1721,39700.0,20731,365.0,118000.0,29,125,0.1923334823424229
1546,127,"Marion County, Missouri",29,3082,1263,11213,19278,27416,5020,40814.0,21614,411.0,103700.0,29,127,0.18310475634665888
1547,129,"Mercer County, Missouri",29,821,442,1503,2552,3639,584,40768.0,20404,324.0,77500.0,29,129,0.1604836493542182
1548,131,"Miller County, Missouri",29,2561,1293,9452,17126,24577,4942,38094.0,21268,450.0,120800.0,29,131,0.20108231273141555
1549,133,"Mississippi County, Missouri",29,1852,685,5185,9876,12469,3642,28347.0,16515,355.0,67700.0,29,133,0.2920843692357045
1550,135,"Moniteau County, Missouri",29,2703,975,5533,10565,14445,1885,47725.0,20901,396.0,116500.0,29,135,0.1304949809622707
1551,137,"Monroe County, Missouri",29,1767,865,3513,6102,8559,1260,43138.0,20921,366.0,90800.0,29,137,0.14721345951629863
1552,139,"Montgomery County, Missouri",29,2225,1040,4874,8322,11490,2025,39830.0,20710,432.0,105900.0,29,139,0.1762402088772846
1553,141,"Morgan County, Missouri",29,2115,1341,7812,14426,19844,4757,33525.0,18431,432.0,109300.0,29,141,0.23971981455351743
1554,143,"New Madrid County, Missouri",29,2487,1197,7247,12587,17985,4094,33630.0,19918,336.0,73100.0,29,143,0.22763413956074507
1555,145,"Newton County, Missouri",29,6332,2652,22096,39008,57757,8377,43290.0,22735,449.0,111700.0,29,145,0.14503869660820334
1556,147,"Nodaway County, Missouri",29,4131,1635,8659,12495,19895,5682,35854.0,18307,499.0,114500.0,29,147,0.2855993968333752
1557,149,"Oregon County, Missouri",29,1393,714,4367,7706,10724,2824,29851.0,17070,322.0,79400.0,29,149,0.2633345766505035
1558,151,"Osage County, Missouri",29,2199,1075,5143,9200,13503,1139,52693.0,23918,391.0,131900.0,29,151,0.08435162556468932
1559,153,"Ozark County, Missouri",29,1491,848,4233,7119,9428,2292,31399.0,16959,331.0,86600.0,29,153,0.24310564276622826
1560,155,"Pemiscot County, Missouri",29,2581,1201,6975,11430,17554,5068,29238.0,16902,328.0,65200.0,29,155,0.2887091261250997
1561,157,"Perry County, Missouri",29,2217,949,7395,12868,18787,1798,51499.0,23695,470.0,123400.0,29,157,0.09570447649970724
1562,159,"Pettis County, Missouri",29,5315,2213,16131,27798,41367,7484,39928.0,20494,479.0,101400.0,29,159,0.18091715618729906
1563,161,"Phelps County, Missouri",29,4034,1653,16672,27786,41997,8137,41618.0,21611,479.0,114500.0,29,161,0.19375193466199966
1564,163,"Pike County, Missouri",29,2837,1104,6567,12768,16213,2482,41750.0,19005,418.0,95000.0,29,163,0.15308702892740395
1565,165,"Platte County, Missouri",29,8727,3672,37556,63284,92461,7106,68254.0,35666,721.0,190300.0,29,165,0.07685402494024508
1566,167,"Polk County, Missouri",29,3254,1331,11752,19729,29834,5515,41130.0,19908,443.0,114600.0,29,167,0.1848562043306295
1567,169,"Pulaski County, Missouri",29,3945,1365,15435,28558,43814,5781,47931.0,19568,851.0,129800.0,29,169,0.13194412744784773
1568,171,"Putnam County, Missouri",29,669,384,2196,3472,4828,926,36346.0,20203,301.0,82800.0,29,171,0.19179784589892296
1569,173,"Ralls County, Missouri",29,1453,684,4021,7308,10134,1254,47345.0,23442,391.0,112100.0,29,173,0.12374185908821789
1570,175,"Randolph County, Missouri",29,3156,1355,8450,17090,23024,4395,37832.0,18151,437.0,85500.0,29,175,0.19088776928422516
1571,177,"Ray County, Missouri",29,3377,1388,8646,15758,22649,3598,52526.0,24101,509.0,120200.0,29,177,0.15885911077751777
1572,179,"Reynolds County, Missouri",29,1170,663,2661,4745,6407,1361,35648.0,20082,358.0,85600.0,29,179,0.21242391134696426
1573,181,"Ripley County, Missouri",29,1604,785,5423,9657,13882,3167,32444.0,17315,344.0,80800.0,29,181,0.22813715602939058
1574,183,"St. Charles County, Missouri",29,30160,11632,138958,249690,367721,23022,72415.0,32946,784.0,188200.0,29,183,0.06260724843019572
1575,185,"St. Clair County, Missouri",29,1726,946,4015,7082,9258,2156,32046.0,18840,338.0,79600.0,29,185,0.2328796716353424
1576,186,"Ste. Genevieve County, Missouri",29,1643,725,7137,12417,17761,2540,47014.0,23772,427.0,131000.0,29,186,0.143009965655087
1577,187,"St. Francois County, Missouri",29,5608,2015,24936,45948,57831,11138,39741.0,19315,487.0,103500.0,29,187,0.19259566668395844
1578,189,"St. Louis County, Missouri",29,78105,33092,401839,686619,981215,106821,59755.0,35570,708.0,173400.0,29,189,0.10886604872530485
1579,195,"Saline County, Missouri",29,3675,1585,8844,15202,21983,3808,40101.0,20339,398.0,89700.0,29,195,0.17322476459082017
1580,197,"Schuyler County, Missouri",29,1123,539,1722,2921,4306,914,37500.0,19650,322.0,86000.0,29,197,0.2122619600557362
1581,199,"Scotland County, Missouri",29,850,410,1851,3106,4688,730,39772.0,20859,287.0,75100.0,29,199,0.15571672354948807
1582,201,"Scott County, Missouri",29,4126,1789,15247,26390,38295,7492,39162.0,20542,432.0,94300.0,29,201,0.19563911737824782
1583,203,"Shannon County, Missouri",29,1070,545,3277,5793,8194,1938,32404.0,19658,300.0,89400.0,29,203,0.23651452282157676
1584,205,"Shelby County, Missouri",29,1530,744,2499,4274,5941,1092,39087.0,20569,308.0,72600.0,29,205,0.1838074398249453
1585,207,"Stoddard County, Missouri",29,3709,1712,12045,20774,29200,4583,38203.0,21797,355.0,90500.0,29,207,0.15695205479452054
1586,209,"Stone County, Missouri",29,3523,1986,12836,23856,31023,5147,40510.0,22473,478.0,153100.0,29,209,0.16590916416852014
1587,211,"Sullivan County, Missouri",29,1487,767,2512,4468,6429,1066,40197.0,19930,323.0,78800.0,29,211,0.16581116814434593
1588,213,"Taney County, Missouri",29,4870,2278,21300,36777,51776,9825,38357.0,20520,550.0,121700.0,29,213,0.18975973423980222
1589,215,"Texas County, Missouri",29,2641,1198,9134,17682,24054,5214,35088.0,17741,349.0,99300.0,29,215,0.2167622848590671
1590,217,"Vernon County, Missouri",29,2760,1194,8040,13912,20050,3764,40693.0,20479,416.0,90800.0,29,217,0.18773067331670823
1591,219,"Warren County, Missouri",29,2555,1248,11951,22700,32693,4507,51133.0,24033,550.0,152800.0,29,219,0.137858257119261
1592,221,"Washington County, Missouri",29,2599,1097,8982,17222,23711,5030,35305.0,17762,376.0,79700.0,29,221,0.21213782632533423
1593,223,"Wayne County, Missouri",29,1457,818,5453,9625,13159,2960,33750.0,18748,384.0,70000.0,29,223,0.22494110494718444
1594,225,"Webster County, Missouri",29,4089,1590,12885,23843,35595,6733,44451.0,19956,440.0,118700.0,29,225,0.1891557803062228
1595,227,"Worth County, Missouri",29,593,328,900,1481,2024,294,45952.0,23815,243.0,57800.0,29,227,0.14525691699604742
1596,229,"Wright County, Missouri",29,2076,926,7351,12442,18108,4594,29778.0,18481,346.0,88200.0,29,229,0.2537000220896841
1597,510,"St. Louis city, Missouri",29,26096,13935,139555,218108,308054,83416,35599.0,23945,565.0,120400.0,29,510,0.27078369376797573
1598,001,"Beaverhead County, Montana",30,1373,862,4080,6209,8846,1446,41512.0,26763,499.0,168800.0,30,001,0.16346371241238977
1599,003,"Big Horn County, Montana",30,2352,951,3576,7464,12964,3788,41622.0,16244,412.0,88500.0,30,003,0.2921937673557544
1600,005,"Blaine County, Montana",30,1576,704,2238,4027,6476,1795,36744.0,17442,312.0,82500.0,30,005,0.27717726991970354
1601,007,"Broadwater County, Montana",30,584,282,2427,4106,5642,556,50115.0,29188,516.0,184600.0,30,007,0.09854661467564693
1602,009,"Carbon County, Montana",30,1974,1112,4480,7764,10197,1137,49767.0,28153,567.0,217500.0,30,009,0.11150338334804354
1603,011,"Carter County, Montana",30,438,275,504,910,1193,141,45000.0,29391,436.0,87500.0,30,011,0.1181894383906119
1604,013,"Cascade County, Montana",30,8306,3739,33784,55320,79865,12212,45205.0,25870,551.0,162100.0,30,013,0.15290803230451386
1605,015,"Chouteau County, Montana",30,1718,836,2288,3865,5776,1341,38521.0,22032,326.0,123800.0,30,015,0.23216759002770082
1606,017,"Custer County, Montana",30,2077,912,4827,8277,11493,1298,48750.0,25506,504.0,137300.0,30,017,0.11293831027582006
1607,019,"Daniels County, Montana",30,380,216,866,1327,1724,100,49239.0,33140,540.0,112600.0,30,019,0.058004640371229696
1608,021,"Dawson County, Montana",30,1532,629,3974,6504,8871,1210,52738.0,27878,470.0,156500.0,30,021,0.13639950400180362
1609,023,"Deer Lodge County, Montana",30,1031,437,3851,6719,8685,1499,39399.0,23156,398.0,130100.0,30,023,0.1725964306275187
1610,025,"Fallon County, Montana",30,552,263,1221,2101,3011,198,53266.0,32755,467.0,143000.0,30,025,0.0657588840916639
1611,027,"Fergus County, Montana",30,1710,841,4879,8467,11218,1287,40881.0,26111,539.0,121700.0,30,027,0.11472633267962204
1612,029,"Flathead County, Montana",30,8036,4036,37106,65114,92210,12307,47851.0,26388,678.0,231500.0,30,029,0.1334670859993493
1613,031,"Gallatin County, Montana",30,9617,4174,38292,60120,91796,12125,55553.0,30293,777.0,271500.0,30,031,0.1320863654189725
1614,033,"Garfield County, Montana",30,371,304,437,756,1047,96,39732.0,26142,280.0,150000.0,30,033,0.09169054441260745
1615,035,"Glacier County, Montana",30,1637,784,4222,7939,13383,4447,29640.0,16892,362.0,91300.0,30,035,0.3322872300679967
1616,037,"Golden Valley County, Montana",30,333,195,320,575,756,201,40938.0,21562,475.0,95000.0,30,037,0.26587301587301587
1617,039,"Granite County, Montana",30,716,456,1421,2485,3119,466,48512.0,27136,411.0,216300.0,30,039,0.14940686117345303
1618,041,"Hill County, Montana",30,2412,1049,6092,10303,16062,3400,44633.0,20869,462.0,128800.0,30,041,0.211679741003611
1619,043,"Jefferson County, Montana",30,1810,802,4473,8337,11272,1068,60842.0,30886,594.0,242300.0,30,043,0.09474804826117814
1620,045,"Judith Basin County, Montana",30,704,429,913,1526,1997,281,44602.0,26595,376.0,122000.0,30,045,0.14071106659989985
1621,047,"Lake County, Montana",30,4113,2339,11978,19702,28785,6509,38732.0,22278,532.0,220200.0,30,047,0.2261247177349314
1622,049,"Lewis and Clark County, Montana",30,5813,2763,26753,45364,64012,7803,56197.0,28476,682.0,208600.0,30,049,0.12189901893394989
1623,051,"Liberty County, Montana",30,467,239,864,1673,2332,416,47768.0,23587,462.0,103800.0,30,051,0.1783876500857633
1624,053,"Lincoln County, Montana",30,1862,1141,8645,14529,19124,3554,35275.0,22856,479.0,164400.0,30,053,0.18583978247228614
1625,055,"McCone County, Montana",30,461,254,737,1304,1685,151,40750.0,28654,383.0,112400.0,30,055,0.08961424332344213
1626,057,"Madison County, Montana",30,1392,1036,3369,6028,7691,820,46250.0,29700,588.0,237800.0,30,057,0.10661812508126381
1627,059,"Meagher County, Montana",30,423,296,757,1406,1873,265,41641.0,20736,482.0,139500.0,30,059,0.1414842498665243
1628,061,"Mineral County, Montana",30,565,394,1563,3122,4186,721,36031.0,20691,406.0,169600.0,30,061,0.17224080267558528
1629,063,"Missoula County, Montana",30,8044,3633,46624,73249,108845,17414,46164.0,26779,686.0,239700.0,30,063,0.15998897514814645
1630,065,"Musselshell County, Montana",30,689,377,1951,3422,4728,774,39517.0,23545,420.0,133800.0,30,065,0.16370558375634517
1631,067,"Park County, Montana",30,1740,1041,6793,11768,15597,1918,43932.0,27045,542.0,216900.0,30,067,0.12297236648073348
1632,069,"Petroleum County, Montana",30,155,111,192,345,443,30,43750.0,25378,675.0,78600.0,30,069,0.06772009029345373
1633,071,"Phillips County, Montana",30,806,431,1808,2970,4101,651,36071.0,22139,415.0,121800.0,30,071,0.15874177029992684
1634,073,"Pondera County, Montana",30,1522,675,2296,4208,6125,1283,42264.0,22797,458.0,111900.0,30,073,0.20946938775510204
1635,075,"Powder River County, Montana",30,418,262,756,1318,1663,155,46346.0,29902,420.0,107800.0,30,075,0.09320505111244738
1636,077,"Powell County, Montana",30,1366,550,2380,5369,5330,735,40000.0,21536,386.0,119500.0,30,077,0.1378986866791745
1637,079,"Prairie County, Montana",30,279,140,547,1010,1346,239,42383.0,23285,367.0,80900.0,30,079,0.1775631500742942
1638,081,"Ravalli County, Montana",30,3487,1600,16649,29736,40563,7308,39480.0,22482,576.0,239000.0,30,081,0.18016418903927225
1639,083,"Richland County, Montana",30,1530,730,4421,7442,11124,1264,65084.0,32900,697.0,179700.0,30,083,0.1136281912980942
1640,085,"Roosevelt County, Montana",30,2086,1096,3063,6278,10835,3007,32974.0,16182,202.0,102700.0,30,085,0.2775265343793263
1641,087,"Rosebud County, Montana",30,1562,752,3295,5879,9186,1893,51159.0,23238,348.0,127900.0,30,087,0.2060744611365121
1642,089,"Sanders County, Montana",30,2026,1187,5038,8533,11152,2497,32257.0,20169,473.0,180800.0,30,089,0.22390602582496413
1643,091,"Sheridan County, Montana",30,897,490,1639,2645,3553,373,50664.0,30814,474.0,143700.0,30,091,0.10498170560090064
1644,093,"Silver Bow County, Montana",30,3158,1426,15144,23336,33634,6771,37749.0,24383,490.0,128100.0,30,093,0.20131414639947673
1645,095,"Stillwater County, Montana",30,1580,854,3742,6703,9219,721,58259.0,29217,509.0,202000.0,30,095,0.07820804859529233
1646,097,"Sweet Grass County, Montana",30,866,479,1410,2567,3602,458,50588.0,25522,496.0,191800.0,30,097,0.1271515824541921
1647,099,"Teton County, Montana",30,1660,765,2314,4209,5962,723,46360.0,24443,425.0,143800.0,30,099,0.1212680308621268
1648,101,"Toole County, Montana",30,892,379,1972,3696,4506,866,44804.0,22101,459.0,122600.0,30,101,0.19218819351975144
1649,103,"Treasure County, Montana",30,308,167,353,587,812,178,41103.0,20758,355.0,86100.0,30,103,0.21921182266009853
1650,105,"Valley County, Montana",30,1541,850,3295,5368,7391,885,49141.0,26337,409.0,122000.0,30,105,0.11974022459748343
1651,107,"Wheatland County, Montana",30,416,261,885,1496,2082,410,32723.0,19385,390.0,83300.0,30,107,0.19692603266090297
1652,109,"Wibaux County, Montana",30,252,134,448,719,946,145,38553.0,23875,520.0,106100.0,30,109,0.15327695560253699
1653,111,"Yellowstone County, Montana",30,13610,5511,61442,104252,149896,17250,52802.0,29576,670.0,192500.0,30,111,0.11507978865346641
1654,001,"Adams County, Nebraska",31,3865,1579,12670,20321,29627,3499,50635.0,27690,482.0,104300.0,31,001,0.11810173152867318
1655,003,"Antelope County, Nebraska",31,1979,923,2821,4571,6389,811,45609.0,26763,324.0,78100.0,31,003,0.1269369228361246
1656,005,"Arthur County, Nebraska",31,258,132,180,294,448,36,39375.0,22035,321.0,100000.0,31,005,0.08035714285714286
1657,007,"Banner County, Nebraska",31,238,117,339,627,820,96,48897.0,31735,360.0,122100.0,31,007,0.11707317073170732
1658,009,"Blaine County, Nebraska",31,216,126,231,371,551,106,48875.0,21854,369.0,72500.0,31,009,0.19237749546279492
1659,011,"Boone County, Nebraska",31,1488,705,2227,3726,5272,533,50306.0,27799,350.0,97700.0,31,011,0.10110015174506828
1660,013,"Box Butte County, Nebraska",31,1157,514,4805,7522,11103,1886,51691.0,25897,429.0,92000.0,31,013,0.169864000720526
1661,015,"Boyd County, Nebraska",31,834,488,935,1473,2002,220,40224.0,24085,235.0,51700.0,31,015,0.10989010989010989
1662,017,"Brown County, Nebraska",31,528,285,1511,2308,3016,499,36078.0,26390,259.0,70500.0,31,017,0.16545092838196288
1663,019,"Buffalo County, Nebraska",31,6024,2372,18352,29027,45479,5978,53624.0,26846,564.0,151300.0,31,019,0.13144528243804832
1664,021,"Burt County, Nebraska",31,1695,841,2801,4745,6532,620,47429.0,24332,381.0,88700.0,31,021,0.09491733006736068
1665,023,"Butler County, Nebraska",31,2021,931,3577,5753,8065,682,51027.0,29457,450.0,100200.0,31,023,0.08456292622442653
1666,025,"Cass County, Nebraska",31,4315,1862,9756,17301,25015,1556,65619.0,30694,533.0,155900.0,31,025,0.06220267839296422
1667,027,"Cedar County, Nebraska",31,2356,1062,3575,5909,8502,864,52250.0,27774,366.0,101400.0,31,027,0.10162314749470713
1668,029,"Chase County, Nebraska",31,683,327,1701,2773,3794,337,52422.0,29905,420.0,91200.0,31,029,0.08882445967316815
1669,031,"Cherry County, Nebraska",31,918,455,2639,4222,5680,648,48750.0,26229,415.0,114200.0,31,031,0.11408450704225352
1670,033,"Cheyenne County, Nebraska",31,1638,789,4393,6978,9936,1150,53814.0,30339,466.0,113700.0,31,033,0.11574074074074074
1671,035,"Clay County, Nebraska",31,2027,888,2617,4388,6265,580,51470.0,26324,378.0,81100.0,31,035,0.09257781324820431
1672,037,"Colfax County, Nebraska",31,1695,721,3634,6505,10330,1374,51367.0,22857,443.0,88300.0,31,037,0.1330106485963214
1673,039,"Cuming County, Nebraska",31,1645,734,3699,6098,8915,1071,50013.0,25318,405.0,102500.0,31,039,0.12013460459899046
1674,041,"Custer County, Nebraska",31,2670,1284,4745,7551,10631,1200,46468.0,29406,363.0,86700.0,31,041,0.1128774339196689
1675,043,"Dakota County, Nebraska",31,2235,853,7290,12732,20552,3528,49786.0,20543,526.0,111400.0,31,043,0.17166212534059946
1676,045,"Dawes County, Nebraska",31,1035,413,3611,5522,8003,1428,41038.0,22176,441.0,104600.0,31,045,0.17843308759215296
1677,047,"Dawson County, Nebraska",31,2904,1210,8755,15292,23584,3618,48329.0,22098,470.0,88800.0,31,047,0.1534090909090909
1678,049,"Deuel County, Nebraska",31,617,302,822,1384,1903,246,50962.0,27439,403.0,69400.0,31,049,0.12926957435627956
1679,051,"Dixon County, Nebraska",31,1851,859,2305,3975,5760,683,51223.0,24286,418.0,80900.0,31,051,0.11857638888888888
1680,053,"Dodge County, Nebraska",31,4360,1943,15110,24925,35629,4061,49068.0,25112,548.0,114000.0,31,053,0.11398018468101827
1681,055,"Douglas County, Nebraska",31,50611,20822,208541,346992,525754,76738,54659.0,29842,674.0,145900.0,31,055,0.1459579955644655
1682,057,"Dundy County, Nebraska",31,510,254,900,1420,1975,151,42500.0,28870,345.0,71900.0,31,057,0.07645569620253165
1683,059,"Fillmore County, Nebraska",31,1593,794,2464,4112,5465,514,52316.0,27875,379.0,75700.0,31,059,0.09405306495882891
1684,061,"Franklin County, Nebraska",31,1104,539,1409,2288,3025,396,45905.0,28426,355.0,59900.0,31,061,0.13090909090909092
1685,063,"Frontier County, Nebraska",31,929,492,1084,1722,2421,305,49634.0,25837,388.0,87400.0,31,063,0.12598099958694753
1686,065,"Furnas County, Nebraska",31,1318,695,2276,3464,4768,820,39934.0,22769,364.0,62300.0,31,065,0.17197986577181207
1687,067,"Gage County, Nebraska",31,3773,1762,9240,15450,21422,2080,50010.0,26207,456.0,108300.0,31,067,0.09709644290915881
1688,069,"Garden County, Nebraska",31,431,277,845,1454,1774,181,45845.0,30790,356.0,75000.0,31,069,0.1020293122886133
1689,071,"Garfield County, Nebraska",31,408,216,903,1402,1892,193,43179.0,23612,278.0,89100.0,31,071,0.10200845665961945
